L,35
R,264
R,96
L,856
L,84
R,38
R,77
L,19
R,96
L,837
L,40
R,30
L,14
L,977
R,32
L,71
L,12
R,64
L,52
R,61
L,61
R,35
R,65
R,204
R,85
L,89
R,659
R,41
L,110
L,90
L,478
L,22
R,12
L,12
R,773
R,81
R,46
R,55
R,584
L,68
L,71
R,275
R,80
R,74
L,53
R,62
R,66
L,233
R,29
R,79
L,879
L,363
L,37
L,12
R,82
L,70
R,25
L,79
R,39
L,316
L,69
L,10
R,10
L,93
L,47
L,31
R,71
L,24
R,9
L,14
R,95
L,380
L,14
R,73
R,21
R,70
R,845
L,81
L,573
L,12
R,78
R,5
L,21
L,77
L,543
R,4
R,78
L,39
R,89
R,28
L,77
L,40
L,539
R,39
R,93
R,21
L,7
R,93
R,65
R,456
L,21
R,91
L,991
L,15
L,31
L,543
L,11
L,78
R,78
R,17
R,103
L,320
L,799
R,87
R,99
L,38
R,22
R,29
L,59
R,59
R,4
R,39
R,15
R,56
R,80
R,96
L,76
L,14
R,80
R,904
R,16
L,983
R,135
L,52
R,56
R,48
L,51
L,2
R,181
L,10
L,522
R,75
R,10
L,22
R,62
R,82
L,40
R,245
L,887
R,55
L,328
R,58
R,690
L,22
L,72
R,23
R,13
R,78
R,84
L,86
L,2
R,84
L,34
R,34
L,18
L,47
L,86
R,29
R,61
R,44
L,24
L,408
L,4
L,47
L,36
R,36
L,22
L,78
L,91
R,91
R,69
L,7
R,351
R,42
L,80
L,51
L,24
R,378
L,40
L,38
L,9
L,55
R,11
R,466
R,4
R,81
L,98
R,90
R,10
R,88
L,40
L,48
L,2
L,34
R,33
L,608
R,11
R,16
R,21
R,52
R,56
L,28
L,10
R,258
R,27
L,92
L,40
R,99
R,23
R,82
R,436
L,61
R,13
R,707
L,13
R,40
L,13
L,94
R,27
L,6
L,8
R,88
R,47
R,83
L,10
L,80
L,93
R,873
L,708
L,711
R,19
R,729
L,982
R,53
R,755
L,55
R,48
R,52
R,66
R,89
R,42
R,61
L,12
R,54
L,34
L,66
R,62
L,62
R,75
L,75
L,160
L,52
R,68
L,745
R,30
R,59
R,18
R,82
R,283
R,979
R,97
R,72
L,207
L,52
L,72
R,75
L,775
L,81
L,19
L,14
R,31
R,83
R,26
L,624
L,50
R,948
L,930
L,10
R,69
R,71
R,46
L,30
L,72
R,84
L,67
L,59
L,802
R,75
L,730
L,45
R,27
L,23
R,68
L,72
L,45
L,82
L,73
L,60
L,77
R,154
L,17
L,43
L,57
R,624
L,28
R,347
R,18
L,23
R,3
L,89
R,746
R,488
R,31
L,17
R,63
R,43
L,719
R,18
L,5
R,13
L,380
L,62
R,29
R,40
R,260
L,13
L,101
R,640
L,26
L,49
R,46
L,190
R,93
L,83
R,83
L,18
L,96
L,82
L,8
R,4
R,33
L,9
R,64
R,528
L,342
L,74
R,27
L,56
R,93
R,836
L,5
L,36
R,41
R,67
R,79
R,554
L,788
L,931
L,958
L,47
R,3
R,25
L,474
L,86
L,36
R,93
L,1
R,90
R,54
R,845
R,4
R,7
L,98
L,13
R,19
R,92
R,55
R,45
L,64
L,541
L,51
L,30
R,86
R,75
R,89
L,64
R,3
R,97
R,87
L,86
R,99
L,79
L,21
L,74
R,25
R,67
L,48
L,70
R,534
L,26
R,75
R,359
R,66
L,70
R,62
R,17
L,98
R,43
R,38
L,94
L,21
R,78
L,63
R,14
L,14
L,68
L,32
R,80
R,20
L,77
L,57
L,23
L,443
R,211
L,204
L,53
R,44
L,58
R,77
L,61
L,734
L,7
L,68
L,46
L,21
R,294
R,26
L,94
L,6
R,93
R,60
R,546
R,45
L,87
R,267
L,34
L,5
L,88
R,3
L,648
L,52
L,605
R,5
L,32
L,918
R,568
R,10
R,772
L,77
L,26
R,3
L,75
R,75
L,16
L,84
R,58
R,74
L,30
R,429
R,29
R,2
R,60
L,22
R,3
R,97
R,79
L,11
R,75
L,43
R,56
L,56
R,62
L,862
R,76
L,8
L,566
L,2
L,81
R,28
L,86
R,39
R,891
R,71
R,54
L,99
R,83
R,47
L,6
R,759
R,65
L,913
L,98
L,26
R,134
R,90
R,56
R,92
R,85
L,55
R,970
R,70
L,94
R,24
L,23
R,40
L,17
R,62
R,38
L,282
L,560
R,42
L,55
L,99
R,54
L,912
L,56
L,58
L,74
L,10
R,61
R,21
L,72
L,67
L,94
L,101
R,662
L,581
L,4
L,75
L,59
L,94
L,87
R,1
L,56
R,55
R,91
L,91
L,398
R,82
L,84
R,3
R,97
R,32
R,2
R,60
L,9
R,337
R,78
L,668
R,98
L,651
R,562
R,34
L,94
L,981
R,88
R,12
L,887
R,22
R,567
R,98
R,68
L,68
R,8
L,79
R,18
L,747
L,355
L,3
L,24
L,18
L,10
L,27
L,137
R,62
L,38
L,7
L,1
L,16
L,26
L,60
R,112
R,93
R,556
R,12
R,388
L,56
L,445
R,24
L,924
L,64
R,78
R,85
L,99
L,457
R,89
L,89
L,66
R,60
L,80
L,18
L,91
L,81
L,14
R,47
L,20
R,20
L,14
R,14
L,72
L,407
L,79
R,43
L,13
L,90
L,16
R,51
L,924
L,33
L,40
R,80
L,551
R,107
R,44
L,54
R,54
L,33
R,923
R,241
L,116
L,93
L,22
R,225
L,64
L,60
L,504
L,44
R,55
R,23
L,31
R,32
R,28
R,987
L,38
L,61
R,552
L,22
L,38
L,794
L,46
R,48
R,98
R,254
R,155
L,45
R,588
R,1
R,10
R,70
R,56
L,435
R,40
L,2
R,606
R,64
L,8
L,97
R,39
L,42
L,120
L,180
R,410
R,66
R,39
R,99
L,14
R,9
R,70
L,83
L,224
L,649
R,77
L,7
R,7
L,41
R,16
R,38
L,42
R,48
L,53
R,47
L,13
L,29
L,24
R,78
L,22
L,279
L,690
R,99
L,46
L,42
R,724
L,369
R,35
L,899
L,236
L,71
L,29
R,17
L,17
R,37
L,37
L,482
R,707
R,5
R,14
L,13
L,29
R,98
R,303
R,61
L,64
R,78
L,57
R,79
L,146
L,24
R,23
L,24
L,29
L,20
L,97
R,217
L,226
L,22
R,6
L,758
L,87
R,87
R,4
L,4
L,19
R,6
R,21
R,313
L,621
R,65
L,965
L,71
L,29
L,66
R,889
R,33
R,91
R,45
L,992
R,65
L,8
R,443
R,16
R,84
L,93
R,93
R,82
L,82
R,99
L,62
R,48
L,20
L,65
L,52
L,32
R,84
L,59
L,41
R,963
R,36
R,53
R,48
L,39
R,39
L,387
L,13
R,69
L,69
R,78
R,1
L,979
L,75
L,310
R,885
R,1
L,63
L,38
L,28
R,173
L,32
L,84
R,866
L,59
R,64
L,21
R,18
R,3
R,1
R,90
R,9
L,923
L,77
R,473
L,86
L,531
R,62
R,669
L,85
L,202
L,636
R,840
R,39
L,43
R,59
L,41
R,72
R,210
R,13
R,887
L,27
R,27
L,74
L,58
R,9
L,77
R,57
R,43
L,64
L,63
L,573
L,149
L,777
L,70
L,83
L,921
L,360
L,608
R,96
L,25
R,18
L,24
L,97
R,20
R,94
L,169
L,84
R,39
L,14
L,86
R,778
L,78
L,45
L,72
R,69
R,5
R,17
R,64
L,473
R,418
L,83
L,63
L,86
R,65
R,5
R,79
R,33
L,33
R,37
L,28
R,91
L,84
R,81
L,84
R,487
R,82
R,18
R,578
L,990
L,88
L,89
R,89
L,33
R,33
L,80
L,231
R,88
L,77
R,770
R,30
L,83
L,83
L,75
L,89
R,599
L,506
L,608
L,18
L,37
L,42
L,27
R,43
R,26
L,90
L,10
R,74
R,7
R,19
L,25
L,96
R,78
L,60
R,103
R,57
R,46
R,17
L,747
R,44
L,338
L,302
R,23
L,1
R,75
L,27
R,52
L,99
L,51
R,34
L,183
R,803
L,86
R,94
R,66
L,77
R,963
L,603
R,140
L,877
L,4
R,28
L,83
L,764
R,72
L,92
L,80
L,39
L,88
L,47
L,70
R,9
L,97
R,77
R,8
R,46
L,30
L,69
R,59
R,19
L,58
L,27
L,93
R,172
L,273
R,50
L,59
R,71
L,44
L,17
R,92
L,92
R,40
R,28
L,63
L,6
L,92
L,7
R,15
R,685
L,999
L,1
L,20
R,4
L,958
R,98
R,76
L,821
L,62
R,483
L,452
L,48
L,22
R,42
R,51
L,71
R,80
R,20
L,69
L,22
L,42
R,31
R,2
L,46
R,25
R,45
L,70
R,67
L,15
L,506
R,10
L,224
L,86
L,55
L,45
R,57
R,51
L,85
L,91
R,268
R,85
R,15
R,23
L,97
R,68
L,537
R,43
R,40
R,65
R,308
L,2
L,11
L,80
R,80
R,347
L,26
L,25
R,72
L,63
R,22
L,27
L,90
L,10
L,89
L,11
R,958
L,94
R,24
L,106
R,78
L,26
R,66
L,13
L,12
L,75
L,157
L,597
L,65
L,352
R,16
L,53
R,95
R,105
R,98
L,1
R,73
R,38
L,322
L,75
R,54
L,49
R,66
R,26
L,758
R,64
R,32
L,38
L,97
R,97
R,14
R,65
R,23
L,76
R,72
L,31
R,19
R,14
R,81
L,81
L,72
L,29
L,99
R,76
L,986
L,87
L,3
R,35
R,48
R,17
R,97
L,50
L,63
L,94
L,50
R,656
R,4
L,10
L,90
L,972
L,28
R,340
R,51
R,909
R,152
R,28
L,42
R,362
R,56
R,56
L,63
L,61
R,19
L,920
R,24
L,497
R,86
R,50
L,16
L,66
R,43
R,31
R,358
R,96
L,596
R,22
R,44
L,26
R,60
R,34
R,58
L,262
R,29
R,55
L,14
L,84
R,91
R,88
R,5
R,559
L,41
L,718
L,51
L,53
L,96
L,53
L,47
R,69
L,69
L,20
R,43
L,355
L,68
R,177
R,51
R,56
L,84
L,88
R,61
L,43
L,30
R,54
R,188
R,758
R,78
R,722
L,74
L,26
L,89
R,162
R,696
L,69
L,56
R,56
R,32
L,32
L,9
L,42
R,933
L,81
R,46
L,52
L,43
L,52
R,98
L,26
L,35
L,20
L,40
R,53
L,30
R,585
L,29
R,433
R,52
L,353
L,86
R,80
R,23
R,59
R,28
R,8
R,38
L,234
L,4
L,42
L,950
L,68
L,26
R,75
L,89
R,79
L,79
R,99
R,64
L,14
L,59
L,83
L,86
L,70
R,49
R,35
L,37
L,98
R,76
R,77
L,18
R,99
R,25
L,15
R,32
R,63
R,3
L,77
L,192
L,96
R,73
L,95
L,39
L,16
L,79
R,79
L,537
R,37
L,49
L,10
R,167
L,97
L,37
R,7
R,19
R,17
R,83
L,2
R,2
L,28
L,72
L,24
R,95
R,529
R,69
R,465
L,91
R,69
R,88
L,61
R,561
R,17
R,214
L,31
R,62
L,87
L,968
L,7
R,10
R,25
L,58
R,909
R,82
R,32
R,92
L,792
L,30
R,30
L,507
R,468
R,39
R,60
L,41
R,81
R,38
L,338
R,101
R,83
L,84
R,58
R,92
R,732
L,95
L,85
R,98
L,93
R,93
L,34
R,34
R,582
L,44
L,588
R,50
L,469
R,69
L,215
R,415
R,91
R,77
L,953
R,78
L,17
L,25
L,18
R,67
L,68
R,68
R,43
R,2
L,52
L,61
R,68
R,37
R,68
L,31
R,478
R,631
L,83
R,60
R,12
L,15
L,57
L,6
R,18
R,54
R,64
L,30
R,88
R,83
L,71
L,64
L,3
L,33
R,88
R,12
L,79
L,27
L,23
L,71
L,61
L,397
L,42
R,97
R,4
L,1
R,346
R,811
L,57
R,11
R,89
R,51
L,51
R,8
R,92
L,52
R,52
R,25
R,62
R,823
L,64
L,27
L,897
L,22
R,80
R,63
L,97
L,40
R,993
L,95
L,43
L,20
L,40
R,99
R,96
L,54
L,367
R,872
L,76
R,11
R,1
L,112
L,53
L,98
R,7
L,427
R,352
L,97
R,32
L,587
L,34
L,85
L,13
R,32
R,1
R,48
L,38
R,48
L,2
L,2
L,357
L,98
R,92
L,28
L,39
R,775
L,20
R,66
R,2
L,48
R,15
R,85
L,46
R,646
L,97
R,59
R,39
L,39
L,96
R,7
R,27
L,75
R,75
L,56
R,52
R,4
L,69
R,88
R,62
R,80
L,76
R,15
L,146
R,46
R,28
R,72
L,80
L,35
R,14
L,99
L,45
R,96
R,29
L,78
L,902
R,30
R,82
L,586
R,64
L,90
L,54
L,62
R,16
R,724
R,76
R,19
R,81
R,2
R,798
R,49
L,49
L,851
R,51
R,84
L,8
L,76
L,40
R,940
R,86
R,25
L,55
L,65
R,9
R,96
L,890
R,16
L,27
L,95
R,90
L,90
L,96
L,4
L,9
R,66
L,831
L,152
L,37
R,43
L,217
L,63
L,22
R,22
R,550
L,86
L,66
L,98
L,646
R,724
L,472
L,6
L,11
R,42
L,94
L,68
L,8
L,56
L,43
L,3
L,61
L,98
L,43
R,18
L,784
L,8
R,17
L,68
R,968
R,38
L,41
R,98
R,37
R,57
R,211
L,71
R,119
R,22
L,70
L,3
R,84
L,81
L,45
R,45
L,3
R,3
L,37
R,84
R,57
L,4
L,58
L,22
R,57
R,15
L,909
L,87
L,170
R,130
L,56
R,219
L,517
L,72
L,172
R,73
L,69
R,41
R,55
R,342
L,254
R,26
R,54
R,29
R,68
L,35
L,695
L,65
L,31
R,26
R,2
R,62
R,54
L,41
R,47
R,95
L,79
R,335
R,86
L,84
L,56
L,377
L,67
R,28
L,28
L,23
R,35
L,267
R,33
R,22
R,523
R,45
L,968
L,966
R,70
R,25
L,1
R,306
R,66
R,19
R,593
R,88
R,29
R,71
L,31
R,631
R,65
L,65
L,14
L,93
R,85
L,778
R,1
L,770
L,431
R,62
R,95
R,932
L,53
L,224
R,96
L,93
R,216
L,79
L,44
R,498
L,6
L,19
R,84
L,345
R,862
R,818
L,535
R,5
L,60
R,485
L,60
L,35
R,93
R,807
R,52
R,48
L,68
L,68
L,64
R,84
L,284
L,84
L,23
R,7
L,94
R,94
R,93
R,26
L,41
L,14
L,64
L,12
L,88
L,41
L,46
R,87
R,38
R,53
R,806
L,97
L,41
L,830
R,52
L,81
R,26
L,59
L,53
R,87
L,246
R,45
R,78
L,34
L,44
R,90
L,47
L,387
R,38
R,88
R,76
R,863
R,60
L,3
L,78
L,510
L,90
R,31
L,431
R,93
L,91
L,83
R,81
R,594
R,6
R,92
R,8
R,64
R,412
L,76
L,51
R,51
R,69
L,69
R,31
L,81
L,96
L,3
R,49
R,73
R,55
L,28
R,33
R,61
R,433
L,348
R,63
L,119
L,23
R,34
L,7
R,573
R,87
R,13
R,88
L,31
R,43
R,60
R,67
R,73
L,15
R,15
L,68
R,14
R,50
R,4
R,199
L,63
R,80
L,77
L,65
L,274
R,52
R,25
L,77
R,43
L,68
L,75
L,648
R,48
L,45
R,45
L,45
R,46
L,266
R,65
L,87
R,87
L,79
R,83
L,395
L,9
L,10
R,685
L,533
L,14
L,46
R,56
R,173
L,11
R,24
R,76
R,57
R,85
R,58
R,539
L,18
R,7
R,20
L,11
L,98
R,61
R,44
R,956
L,41
L,39
R,71
L,54
R,89
R,65
L,18
R,82
L,24
R,69
L,41
R,41
L,6
R,98
R,9
L,120
R,26
R,393
L,529
L,33
R,26
R,64
L,86
R,147
L,68
L,25
R,4
L,46
L,54
R,843
L,43
L,275
L,325
L,53
L,93
L,54
R,86
R,14
R,6
L,6
R,77
L,44
L,33
L,90
R,90
L,17
L,67
R,84
R,748
L,48
L,9
L,848
R,72
R,45
R,998
L,63
L,43
R,306
R,42
L,46
R,26
L,80
R,29
R,13
L,42
L,49
L,51
L,181
L,76
L,34
L,9
R,17
L,3
R,92
L,9
R,684
L,619
R,68
R,70
R,71
R,39
R,90
R,78
L,78
L,54
R,44
L,90
L,62
L,65
L,18
R,27
L,50
R,82
R,4
L,62
R,64
R,80
R,14
R,486
R,59
L,623
L,73
R,55
L,13
R,95
L,86
L,94
L,58
L,62
L,41
R,83
R,47
L,195
L,16
L,98
R,69
L,90
L,59
L,329
R,29
L,530
L,699
R,18
L,435
R,46
L,51
L,78
L,61
L,67
R,25
R,86
L,87
R,32
L,24
L,75
R,530
L,96
R,66
L,17
R,16
L,14
L,85
L,8
R,408
L,85
L,59
L,12
L,158
L,3
R,66
R,76
L,25
L,58
R,258
R,97
L,97
L,54
L,54
R,8
L,92
L,8
R,83
R,55
R,96
L,39
R,64
L,59
R,62
R,638
R,626
L,586
R,360
R,464
L,66
L,30
L,570
R,722
L,820
R,14
L,25
L,503
R,571
L,57
R,52
R,36
L,89
R,56
L,55
R,57
R,943
R,50
L,87
L,4
L,44
R,73
R,12
R,67
L,67
R,89
R,11
R,99
L,99
R,29
L,29
R,649
R,551
L,56
L,44
R,62
R,9
L,79
R,835
L,107
L,25
R,38
R,786
L,59
R,40
R,99
L,92
L,247
L,60
R,24
L,25
R,4
R,97
L,74
R,33
R,68
L,27
R,66
L,44
R,78
R,953
L,10
R,47
R,93
L,449
R,48
R,19
R,25
L,56
R,54
L,992
L,32
L,51
R,866
R,85
L,37
L,68
R,19
R,46
R,82
L,80
R,95
R,76
R,42
R,25
L,61
L,39
R,31
R,28
L,85
L,74
R,36
L,36
L,638
R,99
R,22
L,60
R,89
R,88
L,50
L,50
L,23
R,8
L,85
L,50
R,75
L,25
L,30
R,13
R,34
L,317
R,48
R,31
L,79
R,56
L,57
R,12
L,611
R,97
L,38
R,41
R,25
R,66
L,91
L,865
L,836
R,35
R,723
L,57
R,92
L,59
L,45
R,37
L,26
L,390
R,79
L,88
L,42
L,41
L,17
L,85
L,19
L,34
R,38
L,3
R,3
R,64
L,64
L,705
L,22
L,72
L,46
R,91
R,554
L,61
L,39
L,489
R,227
L,94
L,144
L,76
L,25
R,121
L,20
R,1
R,612
R,61
R,648
R,87
L,24
L,22
R,637
L,38
R,81
R,45
R,33
L,370
L,51
L,45
L,86
R,43
L,78
L,73
R,39
R,361
L,61
R,424
L,62
R,62
L,89
R,99
L,834
R,80
R,20
L,77
L,45
L,78
R,76
L,41
R,533
L,68
R,10
R,90
R,99
R,67
L,74
L,21
R,56
R,12
R,34
L,673
L,21
R,54
R,73
R,92
L,498
L,88
L,437
R,50
L,27
L,6
L,21
L,2
R,31
L,96
R,496
R,30
L,67
L,63
R,410
L,62
L,41
R,14
L,21
L,331
R,31
L,14
R,14
R,95
R,48
R,57
L,92
L,75
R,67
R,13
R,6
R,981
R,282
L,76
L,744
L,62
R,19
R,81
L,23
R,95
L,53
L,735
L,96
L,238
L,49
L,57
L,44
L,28
R,15
L,87
R,13
L,13
R,15
L,15
R,28
L,33
L,22
L,912
R,867
R,592
R,80
L,66
L,811
R,68
L,44
R,4
L,51
R,78
R,34
L,18
L,594
R,813
L,413
L,584
L,783
R,89
L,682
R,11
L,51
R,70
R,30
R,944
L,15
R,71
R,43
R,35
L,4
L,14
R,995
R,449
R,796
R,52
L,52
R,53
L,15
R,62
R,421
L,44
L,78
L,99
L,75
R,58
L,71
L,31
R,64
R,55
R,81
L,81
L,35
R,93
R,66
R,865
R,1
R,724
R,16
L,11
L,519
L,4
R,31
L,339
R,12
R,97
L,97
L,41
R,951
L,50
R,40
R,351
L,79
L,22
L,50
R,22
L,39
L,83
R,3
L,141
R,5
R,22
R,363
R,48
L,12
L,783
L,15
L,51
L,39
L,93
R,93
L,82
R,54
R,2
R,31
L,71
L,34
L,88
R,96
L,14
L,94
R,80
L,80
L,48
R,50
R,19
R,27
L,75
R,527
L,529
R,994
L,65
L,2
L,58
L,40
L,428
R,30
L,17
L,85
L,272
R,337
R,71
L,36
R,39
R,51
R,93
L,15
R,81
L,29
R,80
R,51
L,51
L,28
L,661
L,88
L,39
R,581
L,97
R,32
R,6
R,94
L,95
L,5
R,59
R,56
R,85
R,839
R,61
L,940
R,5
L,552
R,83
L,96
R,57
L,259
R,56
L,54
L,98
R,265
R,33
R,64
R,80
R,309
R,756
L,64
L,10
L,20
L,258
L,233
R,76
R,58
R,42
L,58
R,63
L,96
R,24
R,636
R,437
R,19
R,23
R,604
L,70
R,55
R,26
L,2
R,39
R,26
L,50
L,76
R,65
L,65
R,83
L,11
R,46
R,26
R,28
R,28
R,91
R,24
R,66
R,603
R,26
R,90
L,88
L,212
L,65
L,76
R,84
R,51
L,257
L,39
R,2
L,59
L,970
L,36
R,51
R,14
R,457
R,447
L,544
R,105
R,185
L,22
L,628
L,18
L,85
L,119
L,64
R,44
R,42
L,269
L,86
R,55
R,13
L,52
R,39
L,22
R,4
R,60
R,42
L,74
L,10
R,367
R,33
L,44
L,73
L,79
L,4
R,33
L,18
L,15
R,52
L,552
R,44
L,144
L,28
R,94
R,97
R,37
L,909
L,991
L,563
L,90
R,619
R,98
L,263
L,55
R,733
L,14
R,41
R,2
L,988
L,20
L,29
L,27
L,23
L,83
R,262
R,85
R,65
L,5
R,955
R,99
L,99
L,81
R,90
R,16
L,73
R,48
R,11
R,63
R,76
L,17
L,34
R,201
L,722
R,522
L,30
R,27
L,49
L,43
L,5
L,19
R,46
L,44
L,579
R,828
R,68
L,1
R,672
L,4
L,48
R,833
L,23
R,52
L,68
R,33
L,77
L,569
L,14
L,559
L,25
R,83
L,24
R,95
L,356
R,7
L,7
R,195
L,33
L,930
R,68
R,81
R,19
L,23
L,77
L,2
L,736
R,38
R,63
R,81
L,59
L,43
L,40
L,95
L,27
L,80
L,13
R,65
R,283
L,14
L,921
R,59
R,1
R,55
L,93
R,78
L,2
R,95
L,80
R,38
R,38
L,34
R,64
R,34
R,47
L,58
R,75
R,29
R,454
L,78
L,2
R,80
R,116
R,81
L,39
L,58
L,39
R,39
L,83
L,17
L,30
R,30
R,82
L,90
R,46
L,590
R,52
L,62
L,38
R,14
R,508
L,26
L,50
R,89
L,25
L,10
R,831
R,225
L,56
R,94
R,75
R,31
L,37
R,37
L,75
R,71
R,37
L,52
R,19
R,14
R,86
L,70
L,819
R,87
L,305
R,86
L,79
L,39
R,81
R,58
R,29
L,24
L,53
L,898
L,83
R,355
R,74
L,18
L,81
L,1
L,50
L,50
L,223
R,15
R,8
R,787
L,87
L,75
L,37
L,943
L,55
R,63
L,53
L,269
R,2
L,1
L,32
L,42
R,62
R,67
L,24
L,338
L,25
L,61
R,61
L,36
R,636
R,43
R,57
L,4
L,85
L,63
L,48
R,497
R,3
L,57
L,52
R,51
L,68
L,74
R,2
R,866
R,32
R,545
R,124
L,12
L,6
L,13
R,62
L,47
L,3
L,847
L,69
L,24
L,10
R,68
R,38
R,962
L,47
L,121
R,90
R,35
L,63
L,33
R,5
L,34
R,308
R,57
L,54
L,76
R,56
R,9
L,81
R,212
R,6
R,48
L,44
L,141
R,13
R,87
L,2
R,941
L,39
L,46
R,158
L,95
R,35
L,89
L,63
R,81
L,850
R,64
R,5
L,99
R,668
L,69
L,748
L,652
